nombre,area,jerarquia,desempenio,años_experiencia,proyectos_completados,horas_extra,capacitaciones,feedback_positivo,feedback_negativo,tiempo_en_empresa,motivacion,desempenio_futuro
Empleado_24,Diseño,2,0,5.534388518111112,2,13.02929907355898,3,4.597984255867451,3.686234310463808,2.4961507505494387,2.892939164456653,1
Empleado_25,Diseño,2,1,4.774277147208167,5,9.934654001286374,2,2.6524479474051192,1.0,1.6104503234180811,3.6160710892582566,2
Empleado_26,Ventas,1,1,7.289229899340167,5,14.13843441826249,1,4.199148542870746,1.910642725103347,6.401977910004196,2.679082356521785,2
Empleado_27,Soporte,1,2,4.239683656910388,3,9.739508715996706,1,3.9528137389364875,1.0,4.4419373729309,1.4086886885883212,1
Empleado_28,Marketing,0,1,3.8704904437532184,3,8.056464436771039,7,2.2735396097055776,2.881603270710176,3.1130423528266165,3.3626301482475585,1
Empleado_29,Marketing,2,0,3.579319950328401,2,10.12567388560362,6,3.9306910951303347,1.0,1.5906154429710568,3.5008226452943303,1
Empleado_30,Soporte,1,1,4.8563826146113005,4,0.0,1,4.076989687497338,2.741362354282978,2.074425299254263,1.7635004747661993,0
Empleado_31,Ventas,0,1,6.979286396951792,5,3.7440873019106977,3,2.8606830909087817,2.063835835349809,1.9367390758625893,2.1020714718104383,1
Empleado_32,Ventas,2,1,4.239310051822029,6,3.4333716303042516,5,3.9744438168906933,2.5899489097451482,3.6847785342360315,3.7273830205168763,2
Empleado_33,Diseño,0,1,5.240377306216306,8,10.839455987338306,4,4.942169790363098,3.2504307633639757,3.3361533654450692,1.7346476487215723,1
Empleado_34,Desarrollo,2,2,8.46787316381263,3,9.592861144111392,1,3.7741796601338398,1.5901078401432627,4.385526393526016,2.9405119646455473,2
Empleado_35,Soporte,0,0,0.8892380870605754,4,10.993621413513806,6,3.5002729392738665,1.0,4.006029404148542,3.2710856656924645,1
Empleado_36,Desarrollo,1,0,10.271594747677916,7,11.176022353781477,4,4.552722396001777,1.4019445430967,5.338359315779829,1.6171877519784577,2
Empleado_37,Marketing,0,0,5.724675184488011,4,16.932542934367795,3,2.5298915100617645,1.4388009653003744,2.737682328469922,3.185343469145535,1
Empleado_38,QA,2,1,7.175294660046198,3,13.721193775042257,4,5.0,1.0,1.263165815553335,3.4980098113830467,2
Empleado_39,QA,0,0,6.972660444970206,3,2.202311719435448,5,4.448651914471702,1.8152520930883447,1.582398576629884,2.0058260860040438,0
Empleado_40,Soporte,0,1,4.625370176037141,6,9.11399645071593,1,5.0,2.2296360175946983,3.112436003627651,3.203982583497075,1
Empleado_41,Diseño,1,2,6.88911957288785,3,15.389684399240501,4,4.693772644796784,2.6940599236306264,2.6843666197691953,2.849848667805853,2
Empleado_42,Soporte,1,0,6.547810380410828,4,6.335524734907061,4,5.0,1.0143011395288768,1.9936683415547107,1.431757666390259,0
Empleado_43,Desarrollo,0,1,8.51688092501762,10,21.251841445709005,6,2.9575685647760377,3.5129369011182003,2.3204124813273,3.9841073505369256,2
Empleado_44,Marketing,0,1,4.728059471987676,4,9.89787142177565,5,4.787716780714172,1.0,3.7998038516234702,2.2308300866555513,1
Empleado_45,Soporte,0,0,2.585131523558556,12,20.095187427263983,2,2.9316260078753587,2.239990731898376,2.264163572862765,3.3606635752109977,1
Empleado_46,Marketing,0,1,5.545468332261042,8,16.139781504383002,0,4.724653306580826,1.6327983492863474,1.0680786528596498,3.525556163727335,1
Empleado_47,Diseño,1,1,4.93249409985408,6,10.866245721543757,0,4.500922342677031,1.600785641716353,2.781194472992582,1.8252992061822186,1
Empleado_48,Marketing,2,2,4.533270548445181,7,16.479794856883174,5,4.102737895599869,3.3107501717791807,2.025371604208535,3.614677974481011,2
Empleado_49,Diseño,0,1,0.49950946292064646,6,9.55679110334351,2,5.0,1.0,4.2656028734668245,3.0700929798040515,1
Empleado_50,Diseño,1,1,4.15505994497836,6,13.13922260748452,7,4.726196063938549,1.0,4.351280476898802,2.493231235701738,1
Empleado_51,Marketing,1,2,2.221108707055134,3,9.299976873546786,3,3.4843227922414055,2.606351363671145,4.988262091289602,2.776901163314639,2
Empleado_52,Marketing,0,1,7.575219081131673,4,14.89506060598567,4,5.0,1.9672231909998272,2.5338394419505197,3.536839423072725,2
Empleado_53,Soporte,0,1,3.4559141535498528,5,11.30955285924408,3,4.72918525304306,1.0,0.54851023321232,2.255655693563038,1
Empleado_54,QA,2,1,8.833807118066353,6,4.118982312653991,3,2.7539310158301653,2.5754413887434398,0.25906978420004867,3.903114899343648,2
Empleado_55,Desarrollo,2,0,6.074156782687253,5,8.922327911384881,1,5.0,2.0041760406916116,3.3630045246491393,3.8366425438803256,2
Empleado_56,QA,1,2,2.981736942489785,5,13.302007632298256,3,2.2731726904024754,2.2188819965148356,3.1480197662718576,1.6737747492455617,1
Empleado_57,Ventas,1,2,5.126448594133854,5,13.134360143510001,2,2.3910079727860962,3.1989391176248727,2.5157098062398977,4.165380467630017,2
Empleado_58,Marketing,1,1,6.170062395799307,1,7.999616540399469,2,2.6051777742844227,1.186414741045326,1.2822357204429151,3.7635781077254196,2
Empleado_59,Soporte,1,1,6.453463224152278,6,7.306973188329375,6,4.45144672096374,1.0,2.813150198291794,2.067710172175039,2
Empleado_60,Desarrollo,2,2,7.953917143360322,7,11.352430519402045,3,3.7775577341216753,2.5123443513627666,2.451967612354814,2.4909030622538175,2
Empleado_61,Ventas,1,1,6.430577923438532,3,9.95182466550716,1,2.599072936288066,3.110387121237686,2.545628604789857,3.6520334339938643,1
Empleado_62,Ventas,1,1,5.413989895379951,6,9.071616578979107,5,3.8257002692676014,2.589064368657846,1.2387745384112963,1.64241274430657,1
Empleado_63,Diseño,0,2,2.936547573287933,3,14.16973666658046,2,2.812514363855604,4.624835430227622,3.4801240040255905,2.7711278436944515,1
Empleado_64,Desarrollo,0,0,4.570584788332432,4,5.120824056605798,0,4.43765538000175,2.6707245050823616,3.7338153647466967,4.301930312829924,1
Empleado_65,Ventas,0,2,5.193540652791955,2,16.757080371305317,4,5.0,1.6853261170007277,3.6683578566512436,2.7051943672995127,1
Empleado_66,Desarrollo,2,1,5.845755802897106,6,12.554486530663628,5,2.5778819664470563,1.78745028945816,0.14332799567953858,3.9913789365302725,2
Empleado_67,Marketing,1,1,6.478239768265063,8,4.96381131552487,5,4.004376179701915,1.286222181094348,2.798546960567878,3.3826346019969007,2
Empleado_68,Ventas,0,0,6.230829356506629,4,7.786687537940285,3,3.967800209355431,3.046315074912705,3.0702643340858016,5.0,1
Empleado_69,Diseño,2,1,3.141588223483769,4,9.377512897297528,4,4.841724105047043,1.0108197814845294,2.66292631363458,3.182500001973567,2
Empleado_70,Soporte,0,2,6.0405177325139405,7,13.813918656994014,5,2.986439795129641,2.496162525119858,0.2320475039223613,2.805810281525566,1
Empleado_71,Marketing,0,1,5.228020906520698,6,11.861882405053665,2,3.06516700475784,1.7829713149645587,1.7844726895938259,4.128679386041666,1
Empleado_72,Diseño,1,2,7.378804697126123,8,14.760522165358948,2,4.730776987711335,3.056534968644604,3.727458044284161,4.28262815017356,2
Empleado_73,Marketing,0,2,6.480395351967987,6,2.6433554853948884,5,4.1360317592263485,2.8787039539775527,5.297252091777976,2.270604225159264,1
Empleado_74,QA,1,1,5.172057368393247,5,9.115808175651502,2,3.640174789934734,1.0,1.3935939047509596,3.2965717444205054,1
Empleado_75,Soporte,1,2,5.41823599365789,11,7.6616505231275625,2,5.0,1.0,3.6165472412571944,2.2158897074075625,2
Empleado_76,Ventas,1,1,4.878782366746473,8,11.205240965809267,3,3.8625209759289274,3.1377048389952167,4.498679116778062,4.090347220499419,2
Empleado_77,Diseño,2,1,6.708215163179288,3,13.300536060289456,1,5.0,1.4159964466342716,0.10690199104045917,3.1603273927825692,2
Empleado_78,Diseño,1,0,5.774602015613037,4,9.00697955933724,2,4.795614825933992,2.545379380423396,3.386763485800409,4.13646011680959,1
Empleado_79,Soporte,0,0,6.852860323680723,4,6.610477909164787,1,2.809361607905605,3.181193292033953,1.7187296167052517,2.6667151072791535,0
Empleado_80,Marketing,1,1,2.2153065816272925,3,4.836571827282974,2,1.0,1.7863965955089798,2.0706467861805486,3.1989325889389812,1
Empleado_81,Marketing,1,0,2.2104782596477093,4,11.23773038555416,1,4.539402074007806,3.0123406395727486,2.757622000301621,3.010758907542669,1
Empleado_82,Soporte,2,2,5.721796289969034,1,20.18380104592972,5,5.0,1.9085605244629922,0.4424778178240816,2.9342222083065206,2
Empleado_83,Desarrollo,0,1,6.350317202447707,4,16.311505301942603,1,4.282327656289539,2.452541540394105,3.1026874179612802,3.3567006453828214,1
Empleado_84,Diseño,2,1,1.1825632295990047,3,10.407710352171817,4,4.857528687817365,2.740820807079714,0.0,3.7925113874305927,2
Empleado_85,Soporte,2,0,3.1036265434671177,1,3.70192729867329,1,4.8755674853833355,1.9738382869330893,6.488137686375107,1.0,0
Empleado_86,Marketing,1,1,3.7345930238421614,5,14.730989395853154,2,4.56547370043006,1.1300673047826062,3.8989121314530006,3.5090962012279627,2
Empleado_87,Diseño,0,1,4.603308815977082,5,0.0,5,5.0,3.2478557792560774,2.939179469732641,4.402766360203664,1
Empleado_88,Ventas,0,2,6.595067115812581,7,0.0,3,4.092751901171575,1.5597707963915608,0.6798210902679576,5.0,2
Empleado_89,QA,1,2,5.165713987309298,6,13.307665723652734,2,4.179251382219662,1.0,4.953813469605908,3.0413007935723786,2
Empleado_90,Soporte,2,2,5.056535068462163,5,7.7428025216080645,3,2.624680998301489,2.2180236656622463,3.860918176864783,2.409128594095069,2
Empleado_91,Marketing,1,0,2.792044396059157,6,3.8868060805109375,3,4.140563561495494,1.2611114479232022,2.4722228382996883,3.2264849559127953,0
Empleado_92,Diseño,0,1,4.578140961152242,6,18.56168157590286,2,4.091741046451049,3.1743574222056896,2.6400647163870383,2.5677087480958494,1
Empleado_93,Ventas,2,0,1.263592817966241,6,10.05660057032522,5,5.0,1.8825513202931425,0.6596881273990554,2.4315766102503606,1
Empleado_94,Marketing,2,2,2.6610745953058608,1,10.165296773388626,4,4.58857318552612,2.038420624669976,4.655834746549455,3.3837514378858833,2
Empleado_95,Marketing,2,1,4.885413066100889,2,7.29865743898089,3,2.4894088637522627,2.0641852206063693,1.4976027153673745,3.242112007318342,1
Empleado_96,Marketing,1,1,6.402452671112918,3,12.79931691102071,1,3.918647228467704,2.4729737747472993,2.38195842413409,1.255008003876149,1
Empleado_97,Marketing,1,1,4.564611256289134,4,22.073968253014755,3,4.619720403265957,1.3621649854313094,1.7539445129230844,2.9726421007436654,2
Empleado_98,QA,1,1,2.627992840522572,8,10.078349995424372,7,4.538836162171526,1.6901178512435329,4.359687700964352,2.7624274212640634,2
Empleado_99,Diseño,2,2,6.478626735395936,4,8.677902662626348,4,4.229987885269606,4.183429246751972,3.7327425935728935,3.320169714221845,2
Empleado_100,Marketing,2,1,6.958379256764207,3,20.406567630495402,4,3.9485549210181534,2.3081026429672584,3.7623497669587964,3.377024300390923,2
Empleado_101,Desarrollo,0,0,6.3412949858830885,4,14.18135806095082,5,4.250582609827164,1.0,5.098621202225966,3.2122141230274712,1
Empleado_102,Diseño,1,0,6.50492557347531,6,11.817542803710495,2,3.92611572524223,2.1316144487489614,2.77798377545059,2.210653676094785,1
Empleado_103,Marketing,1,1,2.829609074938429,4,7.0560135657742045,4,5.0,2.1137917013997627,3.215184854833005,1.0564066766923546,1
Empleado_104,QA,1,2,5.933964822302936,4,6.1617657157057035,2,3.070566214123548,1.0,2.0637750333678464,2.282039328083443,2
Empleado_105,Marketing,0,2,5.871257623812422,2,11.167686665843913,3,4.132737850801606,1.0,3.9220114403378976,4.431276691477022,2
Empleado_106,Soporte,1,1,4.999951229060307,8,9.265475748260396,1,4.523293564907812,2.297597414193391,1.6638027220175402,1.6959408917218686,1
Empleado_107,Desarrollo,0,0,5.166946727467432,6,4.837493240855254,4,5.0,2.0806333724293022,2.168418306795139,2.8861449697847275,1
Empleado_108,Soporte,2,1,5.792767514979263,2,16.030945666002197,1,4.898225927815287,1.3407470648153152,1.5827265530432106,3.5294229836118625,2
Empleado_109,Soporte,0,2,7.297511068598849,4,3.4756839594551714,1,3.0440972537025406,1.3153251056752797,3.285241998334336,4.096671406003706,1
Empleado_110,Marketing,2,0,4.553136833046519,6,20.360375994619417,3,5.0,1.918406799671653,1.0660077570521052,3.7915979018536294,2
Empleado_111,Ventas,2,2,6.350938052720805,3,4.192417252650442,0,4.6077903671853955,1.2636996088888954,4.286137358751331,4.915821743003201,2
Empleado_112,Soporte,2,1,3.4497769326626564,3,9.853314312371323,3,4.968040411707621,1.638417485301211,2.815500520251604,1.7143716135012546,1
Empleado_113,Marketing,2,1,3.474712991929258,2,9.024211307652543,0,3.429430899404995,1.2864562973289488,7.25993830464874,4.115976832712658,2
Empleado_114,Marketing,1,1,4.558004383390601,4,7.881327741658367,4,3.491665597502298,3.2956354666687586,3.3752591803646803,2.6531276323442707,1
Empleado_115,Soporte,1,0,3.1734104961767238,7,10.718397620753619,8,2.8130144474534187,1.7341640674575145,3.5618841302104927,2.377900594134293,1
Empleado_116,Desarrollo,2,2,4.820110333796325,4,6.620427797554474,6,2.536801457886794,3.2642956373844636,1.4942910388414448,2.4681070916865044,1
Empleado_117,Marketing,1,2,2.8504499908295844,2,1.4667756169895032,3,4.112949174479484,3.989474343175198,2.7721375293944517,1.0,0
Empleado_118,Diseño,1,1,0.14386938843766295,4,14.781114994965925,3,3.5470224571553857,1.2386672979098727,1.1014850253195996,2.994862304010161,1
Empleado_119,Marketing,0,0,4.1508791916144805,7,12.560077013050144,1,2.9017896108203143,3.30187601445654,1.7736916478718863,1.530159186648462,0
Empleado_120,Marketing,0,2,3.2503827149499482,6,13.491949419368936,4,3.1502633457694267,1.2598548441764708,3.526681779660696,3.048547145002531,1
Empleado_121,Ventas,2,1,2.3883542737114927,5,16.222250029681472,2,3.079245831327499,1.5890253008343926,3.3211536809134548,3.559407313321408,2
Empleado_122,Desarrollo,1,2,5.488812900582801,4,6.155977128023951,4,5.0,1.7562717266146661,3.328181635588005,2.681131571493939,2
Empleado_123,Soporte,0,1,5.820886776562592,6,9.129659426239876,4,3.103605915633316,2.8133272566904477,3.0880363398729993,2.6281854428891713,0
Empleado_124,Soporte,1,2,3.1256996910771733,3,17.054600188062835,1,3.0454237831645488,1.6769323669775953,3.8691964851022562,3.64728623885195,2
Empleado_125,Ventas,1,0,2.6794378291668512,4,0.0,6,3.051419921290553,1.5394507798095942,5.108982575785465,3.865092151508247,1
Empleado_126,Marketing,1,0,8.893820777081682,1,15.03787876940958,5,2.6796372149652017,2.50702720846755,3.752334733143981,4.067906343679923,1
Empleado_127,Diseño,2,1,3.1888711793708264,3,15.550720819039576,3,4.654538669393682,1.759815061462841,3.530263924992288,3.4284667359834886,2
Empleado_128,QA,0,1,8.000294317036984,9,3.9806535585477762,6,2.9637429158406965,3.0344985699344695,1.8301276844480383,4.071767908849039,1
Empleado_129,Soporte,1,2,3.207911325590734,6,2.7055083054950746,2,2.5798634033124026,2.112223836662414,3.3938466952368924,2.6199622901834307,1
Empleado_130,QA,2,2,4.758710566880234,3,14.75483819501514,2,4.541078000600757,1.0,0.1378401751646967,2.9949398879421687,2
Empleado_131,Marketing,2,1,5.019762603064085,2,7.201727961387379,3,4.960772947455509,2.783639524331618,3.0499603935882287,3.1934337888167756,2
Empleado_132,Soporte,0,1,4.536346599318609,3,16.059358370358076,1,4.329287639393227,1.0,1.978687181627229,2.740925187131035,1
Empleado_133,Soporte,2,1,3.7249691219077237,7,10.227928095857377,3,4.567145164504807,2.4032814568430765,3.734685682718487,2.65007469120733,2
Empleado_134,Soporte,0,0,7.885237394245122,6,11.45746314529854,1,4.921884543377369,1.4277036723099754,4.882810992270876,4.462026712070987,2
Empleado_135,QA,1,2,2.736413594290629,6,11.669828330637136,2,2.1741645219662598,1.0,0.8413221867595952,1.9019802910504653,1
Empleado_136,Diseño,0,0,5.395673474134607,3,6.853372188238696,1,3.450864797458387,2.4571783573251027,4.497283470490821,2.295763479026071,0
Empleado_137,Ventas,1,2,2.0563555034279615,8,14.957975731297052,1,5.0,2.271476602851629,2.6922700609842973,2.1788860898264466,1
Empleado_138,Ventas,0,0,3.9202508698713845,4,7.794178000754815,6,5.0,1.0,4.330826562594342,3.506954623432405,1
Empleado_139,QA,1,0,7.977717867980276,4,9.084873536995538,1,4.807367253715261,1.0,1.6213012587362305,3.3343433601129626,1
Empleado_140,Desarrollo,1,1,6.352511663526253,3,13.958885615930189,4,2.748899951363883,4.281360741219073,3.653897177606726,1.4917204024022637,0
Empleado_141,Soporte,2,1,3.7239638849733527,4,12.56683338795785,1,3.1904988417787816,1.0,3.687992679983207,2.3917109403463193,1
Empleado_142,Ventas,1,1,6.078127235103544,5,10.64662100933362,1,3.477780250714486,3.8437057315424346,5.228664527995196,2.1686868783875326,1
Empleado_143,Diseño,0,2,4.716538392869348,8,9.956442951133715,5,3.899543815078775,4.592689552686338,4.47835355628427,3.2867591670718226,2
Empleado_144,Ventas,1,1,5.926598543577458,3,6.147638978607114,1,3.688622207087294,1.3923797635899482,1.7521717408847532,4.173403480608062,1
Empleado_145,Marketing,2,1,9.031480501355878,4,11.9433244371845,2,3.7495837700786185,1.4668401935528315,2.824062468246844,2.9570854329066214,2
Empleado_146,QA,2,0,3.603004556990175,4,15.653327097583134,3,5.0,1.357673087383242,2.6325805948387853,3.5142368283571814,1
Empleado_147,Diseño,2,1,5.660155579437706,7,9.589093915601845,0,4.2393428497662695,3.075528158608585,2.3668919038295857,3.5187628139979603,2
Empleado_148,Ventas,0,1,5.802231131537279,8,13.77035636980157,4,3.0642544738945796,1.5821831527230825,0.06958473672290921,3.751602505602521,1
Empleado_149,QA,1,1,2.409596978652067,6,11.720688347649505,3,4.300656830272211,2.2822024669433127,3.60143283765124,4.1915721494743865,2
Empleado_150,Diseño,1,1,6.371050290033299,5,7.221880801762267,4,4.628033795938546,1.8565517521219503,2.4963468244354594,2.9344723321880806,1
Empleado_151,Ventas,1,1,4.053114086673916,6,10.596485522580029,4,4.596399931294246,1.0,3.6090222973943673,4.219071016949089,2
Empleado_152,QA,1,1,8.178561249118918,3,8.058221489664636,1,3.5690614854526173,1.459897250450187,4.992815089433687,3.269555590790365,2
Empleado_153,Desarrollo,0,2,3.476054565495639,7,12.687497339221826,1,4.392682353827725,2.475940363795273,0.16045321806878077,2.6237271688171044,1
Empleado_154,Marketing,1,1,4.997661759673882,2,10.156468076446146,4,4.959135271096414,2.892411088403112,1.0112226719131336,1.570977003740991,1
Empleado_155,QA,1,1,5.179562928494308,6,10.982120677298479,4,3.57814724130361,2.461547690777995,1.195213385929948,2.6404450188143818,1
Empleado_156,Diseño,0,1,5.287134101616749,3,8.018433719383879,4,5.0,2.008233544680791,1.8040233089235256,2.051712977858686,1
Empleado_157,Ventas,2,1,5.349800696073955,4,11.32118887014387,0,3.4805301538942124,2.210157210040157,2.1220311629447615,2.614113380934345,1
Empleado_158,Marketing,0,1,6.229585574101142,8,16.5996200378126,3,3.149981411984816,1.5476936082476984,1.3787681738164665,3.716633940860998,2
Empleado_159,Marketing,0,1,5.256528927204342,4,12.443053064645127,3,4.210443176283468,1.8424214601109214,0.7328735840131038,4.137628475477832,2
Empleado_160,QA,1,1,2.6338037415340807,7,12.097447279112938,3,3.145412752675966,1.3893195043972448,1.554182988233977,3.7276752347421045,1
Empleado_161,QA,0,0,5.667277349804427,5,0.9982275237929272,4,1.5551009858406104,2.480260115997388,4.384987217412063,4.351561865930916,1
Empleado_162,Desarrollo,2,1,6.8712016880649704,5,16.081996367967722,5,5.0,2.1687790746044415,3.6271703987256694,2.4943467589888737,2
Empleado_163,Marketing,2,0,7.752835425350697,5,7.642648253494835,3,3.4729568480007584,2.7920601344046654,4.360648254559212,3.538296157283728,2
Empleado_164,Diseño,1,1,6.563010930852218,2,6.3461416253452105,1,3.1081193135423466,1.0,5.576634537470849,2.5526233505238816,1
Empleado_165,Ventas,1,2,7.574444862371805,11,8.623900208325056,3,3.811337725877436,1.0,3.841545848488337,1.0,2
Empleado_166,Desarrollo,0,2,9.546935900191933,2,6.577153396221261,2,4.5190537276979645,2.402821184419035,3.2616757829944443,2.041171980816583,1
Empleado_167,QA,2,1,4.984896491515929,5,4.232608200600913,4,2.8878174767716454,3.3900760852780505,2.8227432283053617,3.8912678150120033,1
Empleado_168,QA,0,2,8.653496200967611,3,18.94746944268558,0,4.5350656061419095,2.4321823766164252,1.760511887370607,1.0,1
Empleado_169,Desarrollo,1,1,3.5177436919990024,2,13.855699827008792,6,3.8821318719968945,1.2858074849585313,2.1233506116894105,3.69090801908905,0
Empleado_170,Ventas,0,0,4.946947570112862,6,12.659893739831345,4,4.5392538443687975,1.5633806927802352,3.1911725307850207,2.8395191131131585,1
Empleado_171,Desarrollo,1,1,4.782993909410204,2,3.160177390761599,4,4.259591296046584,1.0,2.0773330005959587,4.491946590839626,2
Empleado_172,Soporte,2,1,5.986721903660578,2,18.26673546573594,1,3.4962899401620797,2.827510915042122,2.326396698525119,3.923146218547983,2
Empleado_173,Marketing,2,2,2.3688403475418833,4,7.795808218358081,2,3.439397367877969,1.0,1.9821875901631225,4.2063412154805135,2
Empleado_174,Marketing,2,1,8.723659194490203,1,11.757586711667559,1,4.393243828514059,2.668282852468095,3.389824291053906,1.0,1
Empleado_175,Marketing,1,0,6.216435760248203,9,7.139248635113164,1,4.6687754317486565,2.734143098714434,5.072666823435357,5.0,2
Empleado_176,Soporte,1,2,3.1621422231087983,5,6.372431058879011,2,1.7376263833425156,2.4142695372797442,4.4419519225363535,4.336777886938427,2
Empleado_177,Ventas,0,1,4.1128087385860415,5,5.388005742237272,1,4.933002885018824,1.6946656388223624,1.9739724305493889,1.0,1
Empleado_178,Ventas,2,2,3.813999473246273,8,12.401551898135718,2,1.4834313149083322,2.3511798125336307,0.020006352635550506,1.8100287076217807,1
Empleado_179,Soporte,1,0,3.572398555301064,3,5.43371846338255,3,4.791325461268595,1.2266075079711931,4.306346000493567,3.1057844551162646,1
Empleado_180,Desarrollo,2,2,4.684659777758286,4,12.509293536642968,4,5.0,1.0952778226860032,4.839787507316865,4.509166668416169,2
Empleado_181,Ventas,1,2,2.0579709738362943,8,0.0,2,2.6852863816719488,1.0,2.8908496664145362,4.368421733295737,2
Empleado_182,Desarrollo,0,2,2.38559941713987,6,21.702835218349872,2,2.6540505167841744,1.0,1.244715530172706,2.3481989796930822,1
Empleado_183,Diseño,0,1,5.784679620621485,3,1.5353556299285849,5,2.772620354952374,1.6540148214857766,2.412027913395613,2.0303410608402603,0
Empleado_184,Ventas,2,2,1.922055489912828,3,7.4213121420188575,5,5.0,1.0,3.4938463947560328,2.728143478238283,2
Empleado_185,QA,2,1,4.068071052878342,4,13.262574135252478,3,3.989379658051069,2.9357351487302776,3.6537276054066488,1.5940861321802964,1
Empleado_186,QA,1,1,7.312071151184137,3,10.632268800159189,2,4.880885527039256,1.4599075637950898,2.4483514869447465,4.599629384053732,2
Empleado_187,QA,0,1,6.779248165666121,8,15.654032175309556,4,4.072531277165147,1.890021825181296,2.395961888787438,2.9075005418909865,2
Empleado_188,QA,0,2,0.5635847067476609,3,18.350875235499203,2,4.217978936463848,2.7789033716090445,2.5367738941577134,2.8900196803067653,1
Empleado_189,Marketing,2,1,10.402531812985185,3,13.460288410986418,1,3.338070500028379,1.6728196955767305,2.70221239924661,3.0104630283048186,2
Empleado_190,Desarrollo,2,2,4.814351392267087,6,0.0,4,4.3888290781149575,2.753693936696571,4.565687057013143,1.6086686279854705,2
Empleado_191,QA,2,2,4.853071903244798,8,11.29774225002552,3,2.117705922668747,2.9180644424365294,4.386889216536381,4.326791046506859,2
Empleado_192,Desarrollo,0,0,8.952991520217736,2,13.425187698396627,3,3.7360219988280474,2.4096363428160847,6.058038697488938,3.903150749024565,1
Empleado_193,Marketing,0,2,2.8852270180004553,2,13.691172356742278,1,3.993269003641911,2.401522178427828,2.8272677550406176,3.928522529773315,1
Empleado_194,Diseño,0,0,3.3149454576693813,7,10.876809158165463,3,5.0,1.0,0.5748301777212088,3.5157674602648616,1
Empleado_195,Diseño,0,1,4.567391053240776,2,10.905169816398754,1,2.824142284554158,2.713279335535016,3.304499264160712,4.205428388883058,1
